"KS","Group","id"
"EIF4E","Non-Kinase",857
"EIF4EBP1","Non-Kinase",858
"EIF4ENIF1","Non-Kinase",859
"EIF4G1","Non-Kinase",860
"EIF4G2","Non-Kinase",861
"EIF4G3","Non-Kinase",862
"EIF5","Non-Kinase",863
"EIF6","Non-Kinase",864
"ELAVL1","Non-Kinase",865
"ELF3","Non-Kinase",866
"ELF4","Non-Kinase",867
"ELK1","Non-Kinase",868
"ELK3","Non-Kinase",869
"ELK4","Non-Kinase",870
"ELL","Non-Kinase",871
"ELMO1","Non-Kinase",872
"ELMO2","Non-Kinase",873
"ELOA","Non-Kinase",874
"ELP1","Non-Kinase",875
"ELP3","Non-Kinase",876
"EMD","Non-Kinase",877
"EML3","Non-Kinase",878
"EML4","Non-Kinase",879
"EMSY","Non-Kinase",880
"ENDOG","Non-Kinase",881
"ENG","Non-Kinase",882
"ENO1","Non-Kinase",883
"ENOX2","Non-Kinase",884
"ENSA","Non-Kinase",885
"EP300","Non-Kinase",886
"EP400","Non-Kinase",887
"EPAS1","Non-Kinase",888
"EPB41","Non-Kinase",889
"EPB41L3","Non-Kinase",890
"EPB42","Non-Kinase",891
"EPHA1","TK",892
"EPHA10","TK",893
"EPHA2","TK",894
"EPHA3","TK",895
"EPHA4","TK",896
"EPHA5","TK",897
"EPHA6","TK",898
"EPHA7","TK",899
"EPHA8","TK",900
"EPHB1","TK",901
"EPHB2","TK",902
"EPHB3","TK",903
"EPHB4","TK",904
"EPHB6","TK",905
"EPM2A","Non-Kinase",906
"EPN1","Non-Kinase",907
"EPOR","Non-Kinase",908
"EPRS1","Non-Kinase",909
"EPS15","Non-Kinase",910
"EPS8","Non-Kinase",911
"ERAL1","Non-Kinase",912
"ERBB2","TK",913
"ERBB3","TK",914
"ERBB4","TK",915
"ERCC3","Non-Kinase",916
"ERCC6","Non-Kinase",917
"ERCC6L","Non-Kinase",918
"ERF","Non-Kinase",919
"ERG","Non-Kinase",920
"ERH","Non-Kinase",921
"ERN1","OTHER",922
"ERN2","OTHER",923
"ERRFI1","Non-Kinase",924
"ESPL1","Non-Kinase",925
"ESR1","Non-Kinase",926
"ESR2","Non-Kinase",927
"ETAA1","Non-Kinase",928
"ETS1","Non-Kinase",929
"ETS2","Non-Kinase",930
"ETV1","Non-Kinase",931
"ETV3","Non-Kinase",932
"ETV4","Non-Kinase",933
"ETV5","Non-Kinase",934
"ETV6","Non-Kinase",935
"EWSR1","Non-Kinase",936
"EXO1","Non-Kinase",937
"EXOC7","Non-Kinase",938
"EXOSC9","Non-Kinase",939
"EYA1","Non-Kinase",940
"EYA3","Non-Kinase",941
"EZH2","Non-Kinase",942
"EZR","Non-Kinase",943
"F11R","Non-Kinase",944
"F3","Non-Kinase",945
"F5","Non-Kinase",946
"FABP4","Non-Kinase",947
"FADD","Non-Kinase",948
"FAF1","Non-Kinase",949
"FAM168B","Non-Kinase",950
"FAM83G","Non-Kinase",951
"FANCA","Non-Kinase",952
"FANCD2","Non-Kinase",953
"FANCE","Non-Kinase",954
"FANCG","Non-Kinase",955
"FANCI","Non-Kinase",956
"FANCL","Non-Kinase",957
"FANCM","Non-Kinase",958
"FARSA","Non-Kinase",959
"FASTK","ATYPICAL",960
"FBP1","Non-Kinase",961
"FBXL2","Non-Kinase",962
"FBXL20","Non-Kinase",963
"FBXL21P","Non-Kinase",964
"FBXO22","Non-Kinase",965
"FBXO25","Non-Kinase",966
"FBXO31","Non-Kinase",967
"FBXO4","Non-Kinase",968
"FBXO43","Non-Kinase",969
"FBXO5","Non-Kinase",970
"FBXW5","Non-Kinase",971
"FBXW7","Non-Kinase",972
"FCAR","Non-Kinase",973
"FCER1G","Non-Kinase",974
"FCGR2A","Non-Kinase",975
"FCGR2B","Non-Kinase",976
"FCGR2C","Non-Kinase",977
"FCRL3","Non-Kinase",978
"FEN1","Non-Kinase",979
"FER","TK",980
"FERMT2","Non-Kinase",981
"FERMT3","Non-Kinase",982
"FES","TK",983
"FEZ1","Non-Kinase",984
"FFAR4","Non-Kinase",985
"FGA","Non-Kinase",986
"FGF1","Non-Kinase",987
"FGF14","Non-Kinase",988
"FGF2","Non-Kinase",989
"FGFR1","TK",990
"FGFR2","TK",991
"FGFR3","TK",992
"FGFR4","TK",993
"FGR","TK",994
"FH","Non-Kinase",995
"FHIP2B","Non-Kinase",996
"FHIT","Non-Kinase",997
"FHL1","Non-Kinase",998
"FHL2","Non-Kinase",999
"FHOD1","Non-Kinase",1000
"FIP1L1","Non-Kinase",1001
"FIS1","Non-Kinase",1002
"FKBP4","Non-Kinase",1003
"FKBP5","Non-Kinase",1004
"FLCN","Non-Kinase",1005
"FLI1","Non-Kinase",1006
"FLII","Non-Kinase",1007
"FLNA","Non-Kinase",1008
"FLNC","Non-Kinase",1009
"FLOT1","Non-Kinase",1010
"FLOT2","Non-Kinase",1011
"FLT1","TK",1012
"FLT3","TK",1013
"FLT4","TK",1014
"FMNL2","Non-Kinase",1015
"FMR1","Non-Kinase",1016
"FN1","Non-Kinase",1017
"FNIP1","Non-Kinase",1018
"FOS","Non-Kinase",1019
"FOSB","Non-Kinase",1020
"FOSL1","Non-Kinase",1021
"FOSL2","Non-Kinase",1022
"FOXA1","Non-Kinase",1023
"FOXA2","Non-Kinase",1024
"FOXC1","Non-Kinase",1025
"FOXC2","Non-Kinase",1026
"FOXG1","Non-Kinase",1027
"FOXK2","Non-Kinase",1028
"FOXL2","Non-Kinase",1029
"FOXM1","Non-Kinase",1030
"FOXN2","Non-Kinase",1031
"FOXO1","Non-Kinase",1032
"FOXO3","Non-Kinase",1033
"FOXO4","Non-Kinase",1034
"FOXP3","Non-Kinase",1035
"FPR1","Non-Kinase",1036
"FRAT1","Non-Kinase",1037
"FRK","TK",1038
"FRS3","Non-Kinase",1039
"FSCN1","Non-Kinase",1040
"FTO","Non-Kinase",1041
"FUBP1","Non-Kinase",1042
"FUNDC1","Non-Kinase",1043
"FURIN","Non-Kinase",1044
"FUS","Non-Kinase",1045
"FXN","Non-Kinase",1046
"FXR1","Non-Kinase",1047
"FXYD1","Non-Kinase",1048
"FYB1","Non-Kinase",1049
"FYN","TK",1050
"FYTTD1","Non-Kinase",1051
"FZD3","Non-Kinase",1052
"FZD6","Non-Kinase",1053
"FZR1","Non-Kinase",1054
"G3BP1","Non-Kinase",1055
"G6PD","Non-Kinase",1056
"GAB1","Non-Kinase",1057
"GAB2","Non-Kinase",1058
"GABARAPL2","Non-Kinase",1059
"GABBR1","Non-Kinase",1060
"GABBR2","Non-Kinase",1061
"GABRB1","Non-Kinase",1062
"GABRB2","Non-Kinase",1063
"GABRG2","Non-Kinase",1064
"GABRR1","Non-Kinase",1065
"GAD1","Non-Kinase",1066
"GADD45GIP1","Non-Kinase",1067
"GAK","OTHER",1068
"GAP43","Non-Kinase",1069
"GAPDH","Non-Kinase",1070
"GAPVD1","Non-Kinase",1071
"GAS2L1","Non-Kinase",1072
"GAST","Non-Kinase",1073
"GATA1","Non-Kinase",1074
"GATA2","Non-Kinase",1075
"GATA3","Non-Kinase",1076
"GATA4","Non-Kinase",1077
"GATA6","Non-Kinase",1078
"GATAD2A","Non-Kinase",1079
"GBF1","Non-Kinase",1080
"GCH1","Non-Kinase",1081
"GCM1","Non-Kinase",1082
"GCSAM","Non-Kinase",1083
"GDI2","Non-Kinase",1084
"GEM","Non-Kinase",1085
"GFAP","Non-Kinase",1086
"GFI1","Non-Kinase",1087
"GFPT1","Non-Kinase",1088
"GFPT2","Non-Kinase",1089
"GGA1","Non-Kinase",1090
"GHR","Non-Kinase",1091
"GHRL","Non-Kinase",1092
"GIGYF2","Non-Kinase",1093
"GINS2","Non-Kinase",1094
"GIT1","Non-Kinase",1095
"GIT2","Non-Kinase",1096
"GJA1","Non-Kinase",1097
"GJA5","Non-Kinase",1098
"GJA8","Non-Kinase",1099
"GJB1","Non-Kinase",1100
"GKAP1","Non-Kinase",1101
"GLE1","Non-Kinase",1102
"GLI1","Non-Kinase",1103
"GLI2","Non-Kinase",1104
"GLI3","Non-Kinase",1105
"GLIPR2","Non-Kinase",1106
"GLO1","Non-Kinase",1107
"GLRA1","Non-Kinase",1108
"GLRB","Non-Kinase",1109
"GLS","Non-Kinase",1110
"GMFB","Non-Kinase",1111
"GMFG","Non-Kinase",1112
"GMNN","Non-Kinase",1113
"GMPR","Non-Kinase",1114
"GMPS","Non-Kinase",1115
"GNA13","Non-Kinase",1116
"GNA15","Non-Kinase",1117
"GNAI1","Non-Kinase",1118
"GNAI2","Non-Kinase",1119
"GNAT1","Non-Kinase",1120
"GNAZ","Non-Kinase",1121
"GNMT","Non-Kinase",1122
"GOLGA2","Non-Kinase",1123
"GOLGA4","Non-Kinase",1124
"GOLPH3","Non-Kinase",1125
"GORASP1","Non-Kinase",1126
"GORASP2","Non-Kinase",1127
"GP1BB","Non-Kinase",1128
"GPHN","Non-Kinase",1129
"GPI","Non-Kinase",1130
"GPKOW","Non-Kinase",1131
"GPM6A","Non-Kinase",1132
"GPR15","Non-Kinase",1133
"GPRC5A","Non-Kinase",1134
"GPS1","Non-Kinase",1135
"GPSM2","Non-Kinase",1136
"GPSM3","Non-Kinase",1137
"GPX1","Non-Kinase",1138
"GRAP2","Non-Kinase",1139
"GRB10","Non-Kinase",1140
"GRB14","Non-Kinase",1141
"GRB2","Non-Kinase",1142
"GRB7","Non-Kinase",1143
"GRHL1","Non-Kinase",1144
"GRHL3","Non-Kinase",1145
"GRIA1","Non-Kinase",1146
"GRIA2","Non-Kinase",1147
"GRIA4","Non-Kinase",1148
"GRIK2","Non-Kinase",1149
"GRIN1","Non-Kinase",1150
"GRIN2A","Non-Kinase",1151
"GRIN2B","Non-Kinase",1152
"GRIN2C","Non-Kinase",1153
"GRK1","AGC",1154
"GRK4","AGC",1155
"GRK5","AGC",1156
"GRK6","AGC",1157
"GRK7","AGC",1158
"GRM1","Non-Kinase",1159
"GRM5","Non-Kinase",1160
"GRN","Non-Kinase",1161
"GSG2","OTHER",1162
"GSK3A","CMGC",1163
"GSK3B","CMGC",1164
"GSN","Non-Kinase",1165
"GSR","Non-Kinase",1166
"GSTA4","Non-Kinase",1167
"GSTP1","Non-Kinase",1168
"GTF2A1","Non-Kinase",1169
"GTF2A1L","Non-Kinase",1170
"GTF2F1","ATYPICAL",1171
"GTF2I","Non-Kinase",1172
"GTF3C1","Non-Kinase",1173
"GTSE1","Non-Kinase",1174
"GUCA1B","Non-Kinase",1175
"GUCY1B1","Non-Kinase",1176
"GUCY2C","RGC",1177
"GUCY2D","RGC",1178
"GUCY2F","RGC",1179
"GYS1","Non-Kinase",1180
"GYS2","Non-Kinase",1181
"H1-1","Non-Kinase",1182
"H1-2","Non-Kinase",1183
"H1-4","Non-Kinase",1184
"H1-5","Non-Kinase",1185
"H2AC1","Non-Kinase",1186
"H2AC11","Non-Kinase",1187
"H2AC12","Non-Kinase",1188
"H2AC14","Non-Kinase",1189
"H2AC18","Non-Kinase",1190
"H2AC21","Non-Kinase",1191
"H2AC25","Non-Kinase",1192
"H2AC6","Non-Kinase",1193
"H2AX","Non-Kinase",1194
"H2BC11","Non-Kinase",1195
"H2BC12","Non-Kinase",1196
"H2BC12L","Non-Kinase",1197
"H2BC13","Non-Kinase",1198
"H2BC14","Non-Kinase",1199
"H2BC15","Non-Kinase",1200
"H2BC17","Non-Kinase",1201
"H2BC18","Non-Kinase",1202
"H2BC19P","Non-Kinase",1203
"H2BC20P","Non-Kinase",1204
"H2BC21","Non-Kinase",1205
"H2BC26","Non-Kinase",1206
"H2BC3","Non-Kinase",1207
"H2BC4","Non-Kinase",1208
"H2BC5","Non-Kinase",1209
"H2BC9","Non-Kinase",1210
"H3-3A","Non-Kinase",1211
"H3-4","Non-Kinase",1212
"H3C1","Non-Kinase",1213
"H3C15","Non-Kinase",1214
"H4C1","Non-Kinase",1215
"HABP4","Non-Kinase",1216
"HACE1","Non-Kinase",1217
"HAND1","Non-Kinase",1218
"HAS2","Non-Kinase",1219
"HAT1","Non-Kinase",1220
"HAUS8","Non-Kinase",1221
"HAVCR2","Non-Kinase",1222
"HAX1","Non-Kinase",1223
"HBP1","Non-Kinase",1224
"HCK","TK",1225
"HCLS1","Non-Kinase",1226
"HCN2","Non-Kinase",1227
"HCN4","Non-Kinase",1228
"HCRTR1","Non-Kinase",1229
"HDAC1","Non-Kinase",1230
"HDAC2","Non-Kinase",1231
"HDAC3","Non-Kinase",1232
"HDAC4","Non-Kinase",1233
"HDAC5","Non-Kinase",1234
"HDAC6","Non-Kinase",1235
"HDAC7","Non-Kinase",1236
"HDAC8","Non-Kinase",1237
"HDAC9","Non-Kinase",1238
"HDLBP","Non-Kinase",1239
"HECTD3","Non-Kinase",1240
"HELLS","Non-Kinase",1241
"HES1","Non-Kinase",1242
"HES5","Non-Kinase",1243
"HES6","Non-Kinase",1244
"HEXIM1","Non-Kinase",1245
"HGS","Non-Kinase",1246
"HHEX","Non-Kinase",1247
"HIC1","Non-Kinase",1248
"HIF1A","Non-Kinase",1249
"HIF3A","Non-Kinase",1250
"HIP1","Non-Kinase",1251
"HIPK1","CMGC",1252
"HIPK2","CMGC",1253
"HIPK3","CMGC",1254
"HIPK4","CMGC",1255
"HIRA","Non-Kinase",1256
"HIVEP1","Non-Kinase",1257
"HJURP","Non-Kinase",1258
"HK1","Non-Kinase",1259
"HK2","Non-Kinase",1260
"HLA-A","Non-Kinase",1261
"HLA-B","Non-Kinase",1262
"HMGA1","Non-Kinase",1263
"HMGA2","Non-Kinase",1264
"HMGB1","Non-Kinase",1265
"HMGCR","Non-Kinase",1266
"HMGCS1","Non-Kinase",1267
"HMGN1","Non-Kinase",1268
"HMGN2","Non-Kinase",1269
"HMGN5","Non-Kinase",1270
"HMOX1","Non-Kinase",1271
"HMOX2","Non-Kinase",1272
"HNF1A","Non-Kinase",1273
"HNF4A","Non-Kinase",1274
"HNRNPA0","Non-Kinase",1275
"HNRNPA1","Non-Kinase",1276
"HNRNPA2B1","Non-Kinase",1277
"HNRNPC","Non-Kinase",1278
"HNRNPD","Non-Kinase",1279
"HNRNPF","Non-Kinase",1280
"HNRNPH1","Non-Kinase",1281
"HNRNPH2","Non-Kinase",1282
"HNRNPK","Non-Kinase",1283
"HNRNPL","Non-Kinase",1284
"HNRNPM","Non-Kinase",1285
"HNRNPU","Non-Kinase",1286
"HNRNPUL1","Non-Kinase",1287
"HOMER3","Non-Kinase",1288
"HOXA11","Non-Kinase",1289
"HOXB7","Non-Kinase",1290
"HRAS","Non-Kinase",1291
"HRH1","Non-Kinase",1292
"HSD17B4","Non-Kinase",1293
"HSF1","Non-Kinase",1294
"HSF4","Non-Kinase",1295
"HSP90AA1","Non-Kinase",1296
"HSP90AB1","Non-Kinase",1297
"HSP90B1","Non-Kinase",1298
"HSPA1A","Non-Kinase",1299
"HSPA1L","Non-Kinase",1300
"HSPA9","Non-Kinase",1301
"HSPB1","Non-Kinase",1302
"HSPB6","Non-Kinase",1303
"HSPB8","Non-Kinase",1304
"HSPH1","Non-Kinase",1305
"HTR1A","Non-Kinase",1306
"HTR6","Non-Kinase",1307
"HTRA2","Non-Kinase",1308
"HTT","Non-Kinase",1309
"HUNK","CAMK",1310
"HUWE1","Non-Kinase",1311
"HVCN1","Non-Kinase",1312
"IBTK","Non-Kinase",1313
"ICAM3","Non-Kinase",1314
"ICK","CMGC",1315
"ICOSLG","Non-Kinase",1316
"ID1","Non-Kinase",1317
"ID2","Non-Kinase",1318
"ID3","Non-Kinase",1319
"IDH1","Non-Kinase",1320
"IDH2","Non-Kinase",1321
"IDI1","Non-Kinase",1322
"IER3","Non-Kinase",1323
"IFI16","Non-Kinase",1324
"IFIH1","Non-Kinase",1325
"IFITM3","Non-Kinase",1326
"IFNAR1","Non-Kinase",1327
"IFNGR1","Non-Kinase",1328
"IGF1R","TK",1329
"IGF2R","Non-Kinase",1330
"IGFBP1","Non-Kinase",1331
"IGFBP3","Non-Kinase",1332
"IKBKB","OTHER",1333
"IKBKE","OTHER",1334
"IKBKG","Non-Kinase",1335
"IKZF1","Non-Kinase",1336
"IKZF3","Non-Kinase",1337
"IL10RA","Non-Kinase",1338
"IL15RA","Non-Kinase",1339
"IL16","Non-Kinase",1340
"IL17RA","Non-Kinase",1341
"IL17RB","Non-Kinase",1342
"IL2RA","Non-Kinase",1343
"IL2RB","Non-Kinase",1344
"IL6ST","Non-Kinase",1345
"ILF3","Non-Kinase",1346
"ILK","TKL",1347
"ILRUN","Non-Kinase",1348
"IMMT","Non-Kinase",1349
"IMPDH2","Non-Kinase",1350
"INCA1","Non-Kinase",1351
"INCENP","Non-Kinase",1352
"INF2","Non-Kinase",1353
"ING1","Non-Kinase",1354
"ING5","Non-Kinase",1355
"INO80E","Non-Kinase",1356
"INPPL1","Non-Kinase",1357
"INSIG1","Non-Kinase",1358
"INSR","TK",1359
"INSRR","TK",1360
"INVS","Non-Kinase",1361
"IP6K2","Non-Kinase",1362
"IQGAP1","Non-Kinase",1363
"IQGAP2","Non-Kinase",1364
"IRAG1","Non-Kinase",1365
"IRAK1","TKL",1366
"IRAK2","TKL",1367
"IRAK3","TKL",1368
"IRAK4","TKL",1369
"IREB2","Non-Kinase",1370
"IRF1","Non-Kinase",1371
"IRF3","Non-Kinase",1372
"IRF4","Non-Kinase",1373
"IRF5","Non-Kinase",1374
"IRF7","Non-Kinase",1375
"IRS1","Non-Kinase",1376
"IRS2","Non-Kinase",1377
"IRS4","Non-Kinase",1378
"IRX2","Non-Kinase",1379
"ISCU","Non-Kinase",1380
"ISL1","Non-Kinase",1381
"ISX","Non-Kinase",1382
"ITCH","Non-Kinase",1383
"ITGA2","Non-Kinase",1384
"ITGA4","Non-Kinase",1385
"ITGB1","Non-Kinase",1386
"ITGB1BP1","Non-Kinase",1387
"ITGB2","Non-Kinase",1388
"ITGB3","Non-Kinase",1389
"ITGB3BP","Non-Kinase",1390
"ITGB4","Non-Kinase",1391
"ITGB5","Non-Kinase",1392
"ITGB7","Non-Kinase",1393
"ITK","TK",1394
"ITM2A","Non-Kinase",1395
"ITPKA","Non-Kinase",1396
"ITPKB","Non-Kinase",1397
"ITPR1","Non-Kinase",1398
"ITPR2","Non-Kinase",1399
"IWS1","Non-Kinase",1400
"JADE1","Non-Kinase",1401
"JAK1","TK",1402
"JAK2","TK",1403
"JAK3","TK",1404
"JDP2","Non-Kinase",1405
"JPH2","Non-Kinase",1406
"JPT2","Non-Kinase",1407
"JUN","Non-Kinase",1408
"JUNB","Non-Kinase",1409
"JUND","Non-Kinase",1410
"JUP","Non-Kinase",1411
"KALRN","CAMK",1412
"KARS1","Non-Kinase",1413
"KAT2A","Non-Kinase",1414
"KAT2B","Non-Kinase",1415
"KAT5","Non-Kinase",1416
"KAT6A","Non-Kinase",1417
"KAT7","Non-Kinase",1418
"KAT8","Non-Kinase",1419
"KATNA1","Non-Kinase",1420
"KCNA1","Non-Kinase",1421
"KCNA3","Non-Kinase",1422
"KCNA4","Non-Kinase",1423
"KCNA5","Non-Kinase",1424
"KCNAB2","Non-Kinase",1425
"KCNB1","Non-Kinase",1426
"KCNC4","Non-Kinase",1427
"KCND1","Non-Kinase",1428
"KCND2","Non-Kinase",1429
"KCND3","Non-Kinase",1430
"KCNE1","Non-Kinase",1431
"KCNE3","Non-Kinase",1432
"KCNH2","Non-Kinase",1433
"KCNIP3","Non-Kinase",1434
"KCNJ1","Non-Kinase",1435
"KCNJ11","Non-Kinase",1436
"KCNJ12","Non-Kinase",1437
"KCNJ13","Non-Kinase",1438
"KCNJ2","Non-Kinase",1439
"KCNJ3","Non-Kinase",1440
"KCNJ4","Non-Kinase",1441
"KCNJ5","Non-Kinase",1442
"KCNK18","Non-Kinase",1443
"KCNK3","Non-Kinase",1444
"KCNK9","Non-Kinase",1445
"KCNMA1","Non-Kinase",1446
"KCNN1","Non-Kinase",1447
"KCNN2","Non-Kinase",1448
"KCNN4","Non-Kinase",1449
"KCNQ1","Non-Kinase",1450
"KCNQ2","Non-Kinase",1451
"KCNQ5","Non-Kinase",1452
"KCTD12","Non-Kinase",1453
"KDELR1","Non-Kinase",1454
"KDM1A","Non-Kinase",1455
"KDM2A","Non-Kinase",1456
"KDM3A","Non-Kinase",1457
"KDM4B","Non-Kinase",1458
"KDM4C","Non-Kinase",1459
"KDM5A","Non-Kinase",1460
"KDM5B","Non-Kinase",1461
"KDR","TK",1462
"KEAP1","Non-Kinase",1463
"KHDC3L","Non-Kinase",1464
"KHDRBS1","Non-Kinase",1465
"KHSRP","Non-Kinase",1466
"KIDINS220","Non-Kinase",1467
"KIF11","Non-Kinase",1468
"KIF13B","Non-Kinase",1469
"KIF14","Non-Kinase",1470
"KIF1C","Non-Kinase",1471
"KIF20A","Non-Kinase",1472
"KIF20B","Non-Kinase",1473
"KIF22","Non-Kinase",1474
"KIF23","Non-Kinase",1475
"KIF2A","Non-Kinase",1476
"KIF2B","Non-Kinase",1477
"KIF2C","Non-Kinase",1478
"KIF3A","Non-Kinase",1479
"KIF4A","Non-Kinase",1480
"KIF5C","Non-Kinase",1481
"KIFC1","Non-Kinase",1482
"KIR3DL1","Non-Kinase",1483
"KIRREL1","Non-Kinase",1484
"KIT","TK",1485
"KIZ","Non-Kinase",1486
"KLC1","Non-Kinase",1487
"KLC2","Non-Kinase",1488
"KLC4","Non-Kinase",1489
"KLF1","Non-Kinase",1490
"KLF10","Non-Kinase",1491
"KLF16","Non-Kinase",1492
"KLF3","Non-Kinase",1493
"KLF4","Non-Kinase",1494
"KLF5","Non-Kinase",1495
"KLF8","Non-Kinase",1496
"KLHL3","Non-Kinase",1497
"KMT2A","Non-Kinase",1498
"KMT2D","Non-Kinase",1499
"KMT2E","Non-Kinase",1500
"KMT5A","Non-Kinase",1501
"KNL1","Non-Kinase",1502
"KNSTRN","Non-Kinase",1503
"KPNA1","Non-Kinase",1504
"KPNA2","Non-Kinase",1505
"KRAS","Non-Kinase",1506
"KRT18","Non-Kinase",1507
"KRT19","Non-Kinase",1508
"KRT20","Non-Kinase",1509
"KRT8","Non-Kinase",1510
"KSR1","TKL",1511
"KSR2","TKL",1512
"L1CAM","Non-Kinase",1513
"L3MBTL2","Non-Kinase",1514
"LAMC1","Non-Kinase",1515
"LAMP2","Non-Kinase",1516
"LAMTOR4","Non-Kinase",1517
"LAMTOR5","Non-Kinase",1518
"LARP1","Non-Kinase",1519
"LARP6","Non-Kinase",1520
"LARP7","Non-Kinase",1521
"LARS1","Non-Kinase",1522
"LASP1","Non-Kinase",1523
"LAT","Non-Kinase",1524
"LAT2","Non-Kinase",1525
"LATS1","AGC",1526
"LATS2","AGC",1527
"LAX1","Non-Kinase",1528
"LBR","Non-Kinase",1529
"LCK","TK",1530
"LCP1","Non-Kinase",1531
"LCP2","Non-Kinase",1532
"LDHA","Non-Kinase",1533
"LDHB","Non-Kinase",1534
"LEF1","Non-Kinase",1535
"LEPR","Non-Kinase",1536
"LETM1","Non-Kinase",1537
"LGALS3","Non-Kinase",1538
"LGMN","Non-Kinase",1539
"LIFR","Non-Kinase",1540
"LIG1","Non-Kinase",1541
"LIG3","Non-Kinase",1542
"LIG4","Non-Kinase",1543
"LIMA1","Non-Kinase",1544
"LIMD1","Non-Kinase",1545
"LIMK1","TKL",1546
"LIMK2","TKL",1547
"LIN28A","Non-Kinase",1548
"LIN28B","Non-Kinase",1549
"LIN52","Non-Kinase",1550
"LIN9","Non-Kinase",1551
"LIPE","Non-Kinase",1552
"LLGL1","Non-Kinase",1553
"LLGL2","Non-Kinase",1554
"LMNA","Non-Kinase",1555
"LMNB1","Non-Kinase",1556
"LMNB2","Non-Kinase",1557
"LMO7","Non-Kinase",1558
"LMTK2","TK",1559
"LMTK3","TK",1560
"LONP1","Non-Kinase",1561
"LPCAT2","Non-Kinase",1562
"LPIN1","Non-Kinase",1563
"LPP","Non-Kinase",1564
"LPXN","Non-Kinase",1565
"LRCH3","Non-Kinase",1566
"LRP1","Non-Kinase",1567
"LRP6","Non-Kinase",1568
"LRRC45","Non-Kinase",1569
"LRRC4C","Non-Kinase",1570
"LRRC7","Non-Kinase",1571
"LRRC8A","Non-Kinase",1572
"LRRK1","TKL",1573
"LRRK2","TKL",1574
"LRWD1","Non-Kinase",1575
"LSP1","Non-Kinase",1576
"LTB4R","Non-Kinase",1577
"LTB4R2","Non-Kinase",1578
"LTC4S","Non-Kinase",1579
"LTK","TK",1580
"LY96","Non-Kinase",1581
"LYL1","Non-Kinase",1582
"LYN","TK",1583
"LZTS2","Non-Kinase",1584
"MACC1","Non-Kinase",1585
"MACF1","Non-Kinase",1586
"MAD1L1","Non-Kinase",1587
"MAD2L1","Non-Kinase",1588
"MAD2L1BP","Non-Kinase",1589
"MAF1","Non-Kinase",1590
"MAFA","Non-Kinase",1591
"MAFB","Non-Kinase",1592
"MAFG","Non-Kinase",1593
"MAG","Non-Kinase",1594
"MAGEA11","Non-Kinase",1595
"MAGI1","Non-Kinase",1596
"MAK","CMGC",1597
"MALT1","Non-Kinase",1598
"MAOA","Non-Kinase",1599
"MAP1A","Non-Kinase",1600
"MAP1B","Non-Kinase",1601
"MAP1LC3A","Non-Kinase",1602
"MAP1LC3B","Non-Kinase",1603
"MAP1LC3C","Non-Kinase",1604
"MAP1S","Non-Kinase",1605
"MAP2","Non-Kinase",1606
"MAP2K1","STE",1607
"MAP2K2","STE",1608
"MAP2K3","STE",1609
"MAP2K4","STE",1610
"MAP2K5","STE",1611
"MAP2K6","STE",1612
"MAP2K7","STE",1613
"MAP3K1","STE",1614
"MAP3K10","TKL",1615
"MAP3K11","TKL",1616
"MAP3K12","TKL",1617
"MAP3K13","TKL",1618
"MAP3K14","STE",1619
"MAP3K15","STE",1620
"MAP3K19","STE",1621
"MAP3K2","STE",1622
"MAP3K3","STE",1623
"MAP3K4","STE",1624
"MAP3K5","STE",1625
"MAP3K6","STE",1626
"MAP3K7","TKL",1627
"MAP3K8","STE",1628
"MAP3K9","TKL",1629
"MAP4","Non-Kinase",1630
"MAP4K1","STE",1631
"MAP4K2","STE",1632
"MAP4K3","STE",1633
"MAP4K4","STE",1634
"MAP4K5","STE",1635
"MAP7","Non-Kinase",1636
"MAP9","Non-Kinase",1637
"MAPK1","CMGC",1638
"MAPK10","CMGC",1639
"MAPK11","CMGC",1640
"MAPK12","CMGC",1641
"MAPK13","CMGC",1642
"MAPK14","CMGC",1643
"MAPK15","CMGC",1644
"MAPK3","CMGC",1645
"MAPK4","CMGC",1646
"MAPK6","CMGC",1647
"MAPK7","CMGC",1648
"MAPK8","CMGC",1649
"MAPK8IP1","Non-Kinase",1650
"MAPK8IP3","Non-Kinase",1651
"MAPK9","CMGC",1652
"MAPKAP1","Non-Kinase",1653
"MAPKAPK2","CAMK",1654
"MAPKAPK3","CAMK",1655
"MAPKAPK5","CAMK",1656
"MAPRE1","Non-Kinase",1657
"MAPRE2","Non-Kinase",1658
"MAPRE3","Non-Kinase",1659
"MAPT","Non-Kinase",1660
"MARCKS","Non-Kinase",1661
"MARCKSL1","Non-Kinase",1662
"MARK1","CAMK",1663
"MARK2","CAMK",1664
"MARK3","CAMK",1665
"MARK4","CAMK",1666
"MARS1","Non-Kinase",1667
"MAST1","AGC",1668
"MAST2","AGC",1669
"MAST3","AGC",1670
"MAST4","AGC",1671
"MASTL","AGC",1672
"MAT1A","Non-Kinase",1673
"MATK","TK",1674
"MATR3","Non-Kinase",1675
"MAVS","Non-Kinase",1676
"MAX","Non-Kinase",1677
"MAZ","Non-Kinase",1678
"MBD3","Non-Kinase",1679
"MBD4","Non-Kinase",1680
"MBP","Non-Kinase",1681
"MC4R","Non-Kinase",1682
"MCC","Non-Kinase",1683
"MCL1","Non-Kinase",1684
"MCM2","Non-Kinase",1685
"MCM3","Non-Kinase",1686
