Kinase,Substrate,HighConfidenceSites,LowConfidenceSites,Source
P17252,Q9NRY4,3,0,"PhosphoSitePlus, EPSD:PSEA"
P17252,Q9NTW7,1,0,PhosphoSitePlus
P17252,Q9NXH3,1,0,"EPSD:RegPhos, EPSD:PostMod, EPSD:Phospho.ELM"
P17252,Q9UBS0,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PostMod, EPSD:PSEA, EPSD:RegPhos"
P17252,Q9UEW8,0,1,EPSD:RegPhos
P17252,Q9UEY8,1,0,"EPSD:RegPhos, EPSD:PostMod, EPSD:Phospho.ELM"
P17252,Q9UH77,1,0,PhosphoSitePlus
P17252,Q9UJY1,2,0,"iPTMNet:hprd, EPSD:PostMod, EPSD:RegPhos, EPSD:Phospho.ELM"
P17252,Q9UKF7,2,0,PhosphoSitePlus
P17252,Q9UKG1,1,0,PhosphoSitePlus
P17252,Q9UNF0,1,0,PhosphoSitePlus
P17252,Q9UQ13,2,0,PhosphoSitePlus
P17252,Q9UQ80,3,0,"PhosphoSitePlus, EPSD:PSEA, EPSD:RegPhos"
P17252,Q9UQL6,0,1,EPSD:RegPhos
P17252,Q9Y243,0,1,EPSD:RegPhos
P17252,Q9Y271,3,0,PhosphoSitePlus
P17252,Q9Y2R2,1,1,"PhosphoSitePlus, EPSD:RegPhos"
P17252,Q9Y624,3,0,"EPSD:RegPhos, PhosphoSitePlus, EPSD:PSEA"
P17252,Q9Y6H6,1,0,PhosphoSitePlus
P17612,O00141,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PostMod, EPSD:PSEA, EPSD:RegPhos"
P17612,O00168,2,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PostMod, EPSD:PSEA, EPSD:RegPhos"
P17612,O00231,1,0,PhosphoSitePlus
P17612,O00418,2,0,"iPTMNet:hprd, EPSD:RegPhos"
P17612,O00429,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PostMod, EPSD:PSEA, EPSD:RegPhos"
P17612,O00482,1,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,O14558,1,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,O14649,1,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,O14813,1,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,O14921,1,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,O14965,1,1,"PhosphoSitePlus, EPSD:Phospho.ELM, iPTMNet:hprd, EPSD:PostMod, EPSD:PSEA, EPSD:RegPhos"
P17612,O14974,0,2,EPSD:RegPhos
P17612,O15217,1,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,O15392,1,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,O15551,1,0,"iPTMNet:hprd, PhosphoSitePlus, EPSD:RegPhos, EPSD:PSEA"
P17612,O15554,1,0,PhosphoSitePlus
P17612,O43164,2,0,"PhosphoSitePlus, EPSD:PSEA, EPSD:RegPhos"
P17612,O43181,1,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,O43511,1,0,PhosphoSitePlus
P17612,O43526,0,1,EPSD:RegPhos
P17612,O43566,2,0,"EPSD:Phospho.ELM, EPSD:PostMod, EPSD:RegPhos"
P17612,O43665,1,1,"EPSD:RegPhos, PhosphoSitePlus, EPSD:PostMod, EPSD:Phospho.ELM"
P17612,O43768,1,0,"PhosphoSitePlus, EPSD:RegPhos"
P17612,O60240,1,0,"iPTMNet:hprd, EPSD:RegPhos"
P17612,O60479,1,0,PhosphoSitePlus
P17612,O60658,1,0,PhosphoSitePlus
P17612,O60825,1,0,"EPSD:RegPhos, PhosphoSitePlus, EPSD:PSEA"
P17612,O60928,1,0,"EPSD:RegPhos, PhosphoSitePlus, EPSD:PSEA"
P17612,O60941,2,0,PhosphoSitePlus
P17612,O75151,4,0,"PhosphoSitePlus, EPSD:RegPhos"
P17612,O75376,1,0,PhosphoSitePlus
P17612,O75581,1,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,O75665,2,0,PhosphoSitePlus
P17612,O75688,1,0,PhosphoSitePlus
P17612,O75762,4,0,PhosphoSitePlus
P17612,O76054,1,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,O76074,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PostMod, EPSD:PSEA, EPSD:RegPhos"
P17612,O94763,1,0,PhosphoSitePlus
P17612,O94808,0,1,"EPSD:RegPhos, EPSD:PostMod, EPSD:Phospho.ELM"
P17612,O94811,3,0,"PhosphoSitePlus, EPSD:PSEA, EPSD:RegPhos"
P17612,O94875,1,0,PhosphoSitePlus
P17612,O94992,1,0,PhosphoSitePlus
P17612,O95140,1,0,PhosphoSitePlus
P17612,O95180,1,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,O95295,1,0,"iPTMNet:hprd, PhosphoSitePlus, EPSD:RegPhos, EPSD:PSEA"
P17612,O95477,2,0,"iPTMNet:hprd, EPSD:PostMod, EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA"
P17612,O95644,3,0,"EPSD:PostMod, EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA"
P17612,O95863,1,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,O96001,2,0,EPSD:RegPhos
P17612,O96004,3,0,"iPTMNet:hprd, EPSD:PostMod, EPSD:RegPhos, EPSD:Phospho.ELM"
P17612,P00439,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PostMod, EPSD:PSEA, EPSD:RegPhos"
P17612,P01100,1,0,"EPSD:PostMod, EPSD:RegPhos"
P17612,P02671,0,1,"EPSD:RegPhos, EPSD:PostMod, EPSD:Phospho.ELM"
P17612,P02686,6,0,EPSD:RegPhos
P17612,P03372,2,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PostMod, EPSD:PSEA, EPSD:RegPhos"
P17612,P04004,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, iPTMNet:hprd, EPSD:PostMod, EPSD:PSEA, EPSD:RegPhos"
P17612,P04035,1,0,EPSD:RegPhos
P17612,P04049,4,1,"EPSD:PostMod, EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA"
P17612,P04083,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PostMod, EPSD:PSEA, EPSD:RegPhos"
P17612,P04439,2,0,PhosphoSitePlus
P17612,P04626,1,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,P04637,1,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,P04792,3,1,"PhosphoSitePlus, EPSD:PostMod, EPSD:PSEA"
P17612,P05023,1,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,P05067,1,0,PhosphoSitePlus
P17612,P05093,1,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,P05114,3,0,"iPTMNet:hprd, EPSD:PostMod, EPSD:RegPhos, EPSD:Phospho.ELM"
P17612,P05204,2,0,"iPTMNet:hprd, EPSD:RegPhos"
P17612,P05549,1,0,"EPSD:RegPhos, PhosphoSitePlus, EPSD:PSEA"
P17612,P06239,1,0,"EPSD:RegPhos, PhosphoSitePlus, EPSD:PSEA"
P17612,P06241,1,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,P06400,1,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,P07101,2,0,"EPSD:PostMod, EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA"
P17612,P07384,5,0,PhosphoSitePlus
P17612,P07550,4,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PostMod, EPSD:RegPhos"
P17612,P07737,2,0,PhosphoSitePlus
P17612,P07900,1,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,P07949,1,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,P08034,1,0,"iPTMNet:hprd, EPSD:PostMod, EPSD:RegPhos, EPSD:Phospho.ELM"
P17612,P08138,0,1,"EPSD:RegPhos, EPSD:PostMod, EPSD:Phospho.ELM"
P17612,P08151,4,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,P08183,3,0,"EPSD:PostMod, EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA"
P17612,P08238,1,0,PhosphoSitePlus
P17612,P08588,1,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,P08670,6,0,"PhosphoSitePlus, iPTMNet:hprd, EPSD:PSEA, EPSD:RegPhos"
P17612,P08684,5,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,P09038,0,1,"EPSD:RegPhos, EPSD:Phospho.ELM"
P17612,P09651,0,1,"EPSD:RegPhos, EPSD:PostMod, EPSD:Phospho.ELM"
P17612,P09874,3,0,PhosphoSitePlus
P17612,P09917,4,0,"EPSD:PostMod, EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA"
P17612,P0DMV8,1,0,PhosphoSitePlus
P17612,P10071,6,0,"PhosphoSitePlus, EPSD:RegPhos"
P17612,P10276,2,0,"PhosphoSitePlus, EPSD:PSEA, EPSD:RegPhos"
P17612,P10412,1,0,PhosphoSitePlus
P17612,P10636,11,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PostMod, EPSD:PSEA, EPSD:RegPhos"
P17612,P11137,4,0,"PhosphoSitePlus, EPSD:RegPhos, EPSD:PSEA"
P17612,P11168,3,0,"EPSD:Phospho.ELM, EPSD:PostMod, EPSD:RegPhos"
P17612,P11473,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PostMod, EPSD:PSEA, EPSD:RegPhos"
P17612,P11831,1,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,P12270,1,0,PhosphoSitePlus
P17612,P12931,2,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PostMod, EPSD:PSEA, EPSD:RegPhos"
P17612,P13224,1,0,"EPSD:RegPhos, EPSD:PostMod, EPSD:Phospho.ELM"
P17612,P13569,9,0,"EPSD:PostMod, EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA"
P17612,P13612,1,1,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PostMod, EPSD:PSEA, EPSD:RegPhos"
P17612,P13688,3,0,PhosphoSitePlus
P17612,P13796,1,1,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PostMod, EPSD:PSEA, EPSD:RegPhos"
P17612,P13807,2,0,EPSD:RegPhos
P17612,P13861,0,1,"EPSD:RegPhos, EPSD:PostMod, EPSD:Phospho.ELM"
P17612,P14136,5,0,"PhosphoSitePlus, EPSD:PSEA, EPSD:RegPhos"
P17612,P14410,1,0,"iPTMNet:hprd, EPSD:PostMod, EPSD:RegPhos, EPSD:Phospho.ELM"
P17612,P14598,4,2,"EPSD:PostMod, EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA"
P17612,P14859,0,1,"EPSD:RegPhos, EPSD:PostMod, EPSD:Phospho.ELM"
P17612,P15056,1,1,"EPSD:Phospho.ELM, iPTMNet:hprd, EPSD:PostMod, EPSD:RegPhos"
P17612,P15311,1,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,P15336,0,1,"EPSD:RegPhos, EPSD:Phospho.ELM"
P17612,P15924,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PostMod, EPSD:PSEA, EPSD:RegPhos"
P17612,P16066,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PostMod, EPSD:PSEA, EPSD:RegPhos"
P17612,P16070,1,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,P16144,1,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,P16220,2,0,"PhosphoSitePlus, EPSD:PostMod, EPSD:PSEA"
P17612,P16452,0,1,"EPSD:RegPhos, EPSD:PostMod, EPSD:Phospho.ELM"
P17612,P16949,2,0,"EPSD:PostMod, EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA"
P17612,P17302,4,0,PhosphoSitePlus
P17612,P17542,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PostMod, EPSD:PSEA, EPSD:RegPhos"
P17612,P17600,1,0,EPSD:RegPhos
P17612,P17612,2,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,P17655,2,0,"EPSD:PostMod, EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA"
P17612,P17661,3,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,P17676,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PostMod, EPSD:PSEA, EPSD:RegPhos"
P17612,P17752,2,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PostMod, EPSD:RegPhos"
P17612,P17812,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PostMod, EPSD:PSEA, EPSD:RegPhos"
P17612,P17858,0,1,"EPSD:RegPhos, EPSD:PostMod, EPSD:Phospho.ELM"
P17612,P18505,0,1,"EPSD:PostMod, EPSD:Phospho.ELM"
P17612,P18846,1,0,EPSD:RegPhos
P17612,P19174,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PostMod, EPSD:PSEA, EPSD:RegPhos"
P17612,P19429,4,0,"EPSD:PostMod, EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA"
P17612,P19438,2,0,PhosphoSitePlus
P17612,P19544,2,0,"EPSD:PostMod, EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA"
P17612,P19793,1,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,P19838,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PostMod, EPSD:PSEA, EPSD:RegPhos"
P17612,P20020,1,1,"EPSD:RegPhos, EPSD:PostMod, EPSD:Phospho.ELM"
P17612,P20265,1,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,P20941,1,0,EPSD:RegPhos
P17612,P21333,1,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,P21731,3,0,PhosphoSitePlus
P17612,P21817,1,0,EPSD:RegPhos
P17612,P21980,2,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,P22459,1,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,P23677,1,0,"iPTMNet:hprd, EPSD:RegPhos"
P17612,P23771,1,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,P24046,1,0,EPSD:RegPhos
P17612,P24385,3,0,"iPTMNet:hprd, EPSD:PostMod, EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA"
P17612,P24390,1,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,P25054,1,0,"EPSD:RegPhos, EPSD:PostMod, EPSD:Phospho.ELM"
P17612,P25098,1,0,"iPTMNet:hprd, EPSD:PostMod, EPSD:RegPhos, EPSD:Phospho.ELM"
P17612,P26038,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PostMod, EPSD:PSEA, EPSD:RegPhos"
P17612,P26599,1,0,"EPSD:RegPhos, EPSD:PostMod, EPSD:PSEA, EPSD:Phospho.ELM"
P17612,P26678,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, iPTMNet:hprd, EPSD:PostMod, EPSD:PSEA, EPSD:RegPhos"
P17612,P27105,0,1,"EPSD:RegPhos, EPSD:PostMod, EPSD:Phospho.ELM"
P17612,P27448,1,0,PhosphoSitePlus
P17612,P27708,3,0,"iPTMNet:hprd, EPSD:PostMod, EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA"
P17612,P27815,1,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,P27986,1,0,PhosphoSitePlus
P17612,P29474,4,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:RegPhos, EPSD:PostMod, EPSD:PSEA"
P17612,P29475,1,0,"EPSD:PostMod, EPSD:RegPhos"
P17612,P30273,1,0,PhosphoSitePlus
P17612,P30301,2,0,"iPTMNet:hprd, EPSD:PostMod, EPSD:RegPhos, EPSD:Phospho.ELM"
P17612,P30518,1,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,P31323,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PostMod, EPSD:PSEA, EPSD:RegPhos"
P17612,P32245,3,0,"iPTMNet:hprd, EPSD:PostMod, EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA"
P17612,P32927,0,1,"EPSD:RegPhos, EPSD:PostMod, EPSD:Phospho.ELM"
P17612,P33076,2,0,"iPTMNet:hprd, EPSD:PostMod, EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA"
P17612,P35222,4,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,P35236,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PostMod, EPSD:PSEA, EPSD:RegPhos"
P17612,P35240,2,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:RegPhos, EPSD:PostMod, EPSD:PSEA"
P17612,P35367,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PostMod, EPSD:PSEA, EPSD:RegPhos"
P17612,P35408,0,2,"EPSD:Phospho.ELM, EPSD:PostMod, EPSD:RegPhos"
P17612,P35611,3,2,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PostMod, EPSD:RegPhos"
P17612,P35612,2,1,"EPSD:Phospho.ELM, EPSD:PostMod, EPSD:RegPhos"
P17612,P36382,2,0,"iPTMNet:hprd, EPSD:RegPhos"
P17612,P36955,1,0,"EPSD:RegPhos, PhosphoSitePlus, EPSD:PSEA"
P17612,P36956,1,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,P37802,1,0,PhosphoSitePlus
P17612,P38936,0,1,EPSD:RegPhos
P17612,P39019,1,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,P39880,3,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PostMod, EPSD:PSEA, EPSD:RegPhos"
P17612,P41161,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PostMod, EPSD:PSEA, EPSD:RegPhos"
P17612,P41181,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PostMod, EPSD:PSEA, EPSD:RegPhos"
P17612,P41208,1,0,"EPSD:RegPhos, PhosphoSitePlus, EPSD:PostMod, EPSD:Phospho.ELM"
P17612,P41240,1,0,"iPTMNet:hprd, PhosphoSitePlus, EPSD:RegPhos, EPSD:PSEA"
P17612,P42261,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PostMod, EPSD:PSEA, EPSD:RegPhos"
P17612,P43694,1,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,P46020,1,0,EPSD:RegPhos
P17612,P47736,2,0,"EPSD:PostMod, EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM"
P17612,P48058,1,0,"EPSD:RegPhos, EPSD:PostMod, EPSD:Phospho.ELM"
P17612,P48436,2,0,"EPSD:PostMod, EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA"
P17612,P48544,2,0,PhosphoSitePlus
P17612,P48549,1,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,P48729,2,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,P48736,1,0,PhosphoSitePlus
P17612,P49675,2,0,"PhosphoSitePlus, EPSD:RegPhos"
P17612,P49685,1,0,PhosphoSitePlus
P17612,P49748,1,0,PhosphoSitePlus
P17612,P49768,1,0,"EPSD:RegPhos, EPSD:PostMod, EPSD:Phospho.ELM"
P17612,P49840,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, iPTMNet:hprd, EPSD:PostMod, EPSD:PSEA, EPSD:RegPhos"
P17612,P49841,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PostMod, EPSD:PSEA, EPSD:RegPhos"
P17612,P50402,1,0,"EPSD:RegPhos, PhosphoSitePlus, EPSD:PSEA"
P17612,P50549,3,0,"PhosphoSitePlus, EPSD:PSEA, EPSD:RegPhos"
P17612,P50552,3,0,"iPTMNet:hprd, EPSD:PostMod, EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA"
P17612,P50750,1,0,"PhosphoSitePlus, EPSD:RegPhos"
P17612,P50895,1,0,"EPSD:RegPhos, PhosphoSitePlus, EPSD:PSEA"
P17612,P51398,4,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,P51787,1,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,P52179,0,1,EPSD:RegPhos
P17612,P52565,1,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,P52888,1,0,"EPSD:RegPhos, EPSD:PostMod, EPSD:Phospho.ELM"
P17612,P53396,1,0,"EPSD:RegPhos, EPSD:PostMod, EPSD:Phospho.ELM"
P17612,P54253,1,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,P54296,1,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,P54829,0,1,EPSD:RegPhos
P17612,P55042,2,0,"PhosphoSitePlus, iPTMNet:hprd, EPSD:PSEA, EPSD:RegPhos"
P17612,P55064,1,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,P55087,1,0,PhosphoSitePlus
P17612,P55211,3,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,P55273,1,0,PhosphoSitePlus
P17612,P56211,1,0,PhosphoSitePlus
P17612,P56524,3,0,PhosphoSitePlus
P17612,P56545,1,0,PhosphoSitePlus
P17612,P60880,4,0,"PhosphoSitePlus, EPSD:RegPhos"
P17612,P60983,2,0,"iPTMNet:hprd, EPSD:PostMod, EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA"
P17612,P61224,2,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PostMod, EPSD:PSEA, EPSD:RegPhos"
P17612,P61586,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, iPTMNet:hprd, EPSD:PostMod, EPSD:PSEA, EPSD:RegPhos"
P17612,P62195,1,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,P62807,0,3,"EPSD:Phospho.ELM, EPSD:PostMod, EPSD:RegPhos"
P17612,P62834,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, iPTMNet:hprd, EPSD:PostMod, EPSD:PSEA, EPSD:RegPhos"
P17612,P63104,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PostMod, EPSD:PSEA, EPSD:RegPhos"
P17612,P63252,1,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,P78348,1,0,"EPSD:RegPhos, EPSD:PostMod, EPSD:Phospho.ELM"
P17612,P84243,4,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,P98161,1,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,Q00059,4,0,PhosphoSitePlus
P17612,Q00536,4,0,"EPSD:PostMod, EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA"
P17612,Q00613,1,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,Q01082,1,0,"EPSD:RegPhos, PhosphoSitePlus, EPSD:PSEA"
P17612,Q01094,3,0,PhosphoSitePlus
P17612,Q01130,4,0,PhosphoSitePlus
P17612,Q01860,2,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,Q01970,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PostMod, EPSD:PSEA, EPSD:RegPhos"
P17612,Q02952,4,0,PhosphoSitePlus
P17612,Q04206,3,0,"EPSD:RegPhos, PhosphoSitePlus, EPSD:PSEA"
P17612,Q05209,2,0,"EPSD:PostMod, EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA"
P17612,Q05469,4,0,"EPSD:PostMod, EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA"
P17612,Q06210,2,0,"EPSD:PostMod, EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA"
P17612,Q07343,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PostMod, EPSD:PSEA, EPSD:RegPhos"
P17612,Q07352,2,0,PhosphoSitePlus
P17612,Q07954,1,1,"EPSD:PostMod, EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA"
P17612,Q07955,1,0,PhosphoSitePlus
P17612,Q08289,6,0,"EPSD:Phospho.ELM, EPSD:PostMod, EPSD:RegPhos"
P17612,Q08495,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PostMod, EPSD:PSEA, EPSD:RegPhos"
P17612,Q09470,1,0,PhosphoSitePlus
P17612,Q0VGL1,1,0,PhosphoSitePlus
P17612,Q12778,2,0,PhosphoSitePlus
P17612,Q12798,1,0,"iPTMNet:hprd, EPSD:PostMod, EPSD:RegPhos, EPSD:Phospho.ELM"
P17612,Q12802,2,0,"EPSD:PostMod, EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA"
P17612,Q12809,4,0,"EPSD:PostMod, EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA"
P17612,Q12972,2,0,"EPSD:Phospho.ELM, EPSD:PostMod, EPSD:RegPhos"
P17612,Q12983,1,0,PhosphoSitePlus
P17612,Q13002,0,2,"EPSD:Phospho.ELM, EPSD:PostMod, EPSD:RegPhos"
P17612,Q13085,2,0,"EPSD:Phospho.ELM, EPSD:PostMod, EPSD:RegPhos"
P17612,Q13185,1,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,Q13200,1,0,PhosphoSitePlus
P17612,Q13224,1,0,PhosphoSitePlus
P17612,Q13351,1,0,"iPTMNet:hprd, EPSD:RegPhos"
P17612,Q13363,1,0,PhosphoSitePlus
P17612,Q13370,3,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:RegPhos, EPSD:PostMod, EPSD:PSEA"
P17612,Q13522,3,0,"PhosphoSitePlus, EPSD:RegPhos, EPSD:PSEA"
P17612,Q13526,2,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PostMod, EPSD:PSEA, EPSD:RegPhos"
P17612,Q13535,1,0,PhosphoSitePlus
P17612,Q13563,1,0,PhosphoSitePlus
P17612,Q13576,1,0,PhosphoSitePlus
P17612,Q13586,1,0,PhosphoSitePlus
P17612,Q13936,2,0,PhosphoSitePlus
P17612,Q13972,1,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,Q14103,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PostMod, EPSD:PSEA, EPSD:RegPhos"
P17612,Q14185,1,0,PhosphoSitePlus
P17612,Q14289,1,0,PhosphoSitePlus
P17612,Q14344,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PostMod, EPSD:PSEA, EPSD:RegPhos"
P17612,Q14432,3,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,Q14494,0,1,"EPSD:RegPhos, EPSD:PostMod, EPSD:Phospho.ELM"
P17612,Q14500,1,0,"iPTMNet:hprd, EPSD:RegPhos"
P17612,Q14524,4,0,PhosphoSitePlus
P17612,Q14643,2,0,EPSD:RegPhos
P17612,Q14674,1,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,Q14738,3,0,"PhosphoSitePlus, EPSD:PSEA"
P17612,Q14749,1,0,"iPTMNet:hprd, EPSD:RegPhos"
P17612,Q14814,0,1,EPSD:RegPhos
